USER,DATE,STAR,LIKE,TITLE,REVIEW
단아하게🐣,2022-05-01 20:13:43-07:00,2,0,구매취소/주문대화 시스템 개선해주세요,"이번에 구매취소하려다가 판매자랑 소통이 안 돼서 구매취소 못 한 사람인데요. 주문대화에서 취소를 하니마니 번복한 제 잘못도 있지만, 판매자는 답장 하나 없이 배송했다고 해놓고 하네요 제가 취소 안 하겠다고 한 대화까지만 보고 보냈다는데 뭐 판매자가 읽었는지 확인이 돼야 납득을 하죠. 새벽에 주문 넣고 1시간도 채 안 되어 주문대화로 최종 취소하겠다 한 거 였는데..
아무튼 제발 주문대화에서 읽음 기능 좀 넣어주시고 제발 구매취소 시스템 좀 개선해주세요. 이렇게 구매취소 힘든 쇼핑앱은 처음 봤어요 진짜 개빡쳐요"
댜추아ㅏㅊ,2022-04-30 05:24:32-07:00,5,0,ㅊ,첫ㅎ
kennury,2022-04-25 01:14:59-07:00,5,0,명품 앱 중 최고 !!,최고 명품 앱이에요
Hdisnehhsd,2022-04-24 04:42:23-07:00,5,0,ㅇ,ㅇㅇ
뚱땡이오덕후,2022-04-23 08:09:32-07:00,3,0,굿,굿
슴털이,2022-04-22 03:54:11-07:00,5,0,좋아요,너무너무 좋아요
주은잉,2022-04-20 04:46:19-07:00,5,0,아주 좋아요,백화점 안가고 주문해서 받으니 좋아요
zzang✌️🥺✌️🥺✌️,2022-04-19 23:39:55-07:00,5,0,개,좋아연
udualozhxh,2022-04-19 18:22:18-07:00,5,0,다좋아요,다좋음 ㅎㅎ
ios개발자2,2022-04-18 07:53:32-07:00,1,0,물건 하나 사는데 응대도 드럽게 느리고 개답답한 서비스,"withmilano라는 셀러인데 일주일째 발송도 안하고 바잉중이라고하고 유럽 시차 핑계대면 답장도 안하고 엄청 짜증나네요.

기다린 시간이 있어 좀더 기다릴텐데 고객관리 거지같이 하는 셀러 관리좀 하시는게 좋지 않을까요?"
자타아나니,2022-04-15 03:01:52-07:00,5,0,좋아용,너어무 좋아용
ㅗㅗㅗㅗㅗㅗㅗㅗ...,2022-04-14 21:05:08-07:00,1,0,아니 왜 로그인이 안돼요,리뷰보니 다른 분도 그러신거 같은데 카톡 로그인 확인이 안눌려요 앱이 아직 미숙한거 같은데 시스템 재정비 좀 하세요;;;
바다쏴나이,2022-04-14 03:41:12-07:00,5,0,좋아용,믿음이 갑니다.
a742177,2022-04-13 05:19:38-07:00,1,0,결제 진행중,계속 결제 진행중만 뜨는데 뭐 다시 해야되나요 두번짼데
람또미,2022-04-12 21:45:18-07:00,5,0,조아요,ㅇㅇㅇ
플렉스 96,2022-04-08 08:46:10-07:00,5,0,^_^,여기서 돈 많이 써요
머스트이이이ㅣ,2022-04-04 17:13:50-07:00,5,0,리뷰,가격대별로 브랜드 한번에 보고 살 수 있어서 좋아용
dmsgo0401,2022-04-02 01:52:13-07:00,5,0,굳,일단 써보고 이야기하세요 좋아요 많고!
빰핑,2022-04-01 04:22:01-07:00,5,0,머스트잇,믿고사세요
Cezyr kim,2022-03-28 14:58:03-07:00,5,0,굿,좋아요
와우껌즈,2022-03-28 04:28:34-07:00,5,0,와우,가격도 저렴하고 옷 상태도 괜찮아용
오이소박김치젓갈무침,2022-03-26 02:13:19-07:00,5,0,명품사기편함,백화점가기귀찮을때 꿀
별받을라는데별명잇네,2022-03-25 18:51:13-07:00,5,0,좋아요,자주 이용해요
choi0505,2022-03-24 07:51:22-07:00,5,0,긋긋긋,굿
상두님,2022-03-21 19:27:44-07:00,5,0,굿,굿
나님인생,2022-03-20 05:51:58-07:00,5,0,좋아용,좋아용
Crystalnari1103,2022-03-19 19:05:56-07:00,5,0,나쁘지 않은 것 같아요,키즈 의류를 주로 보는데 종류가 더 많아졌으면 좋겠어요 예를 들면 양말 같은 경우 다양하지 못해서 다른 사이트로 이동하게 되요 많은 제품들이 들어오길 바랍니다^^
동현ㅇ,2022-03-19 18:51:48-07:00,5,0,조아용,굿굿
