,date,dateYear,dateMonth,dateDay,rating,userName,content
35,20230116,2023,1,16,2,신민규,ㄴ국니ㅣㅣㅣㅣ1🙃
36,20230113,2023,1,13,1,성재민,현금매입가 반값으로 후려침 애매한 안내로 사람 헷갈리게 잘함 개 꾸림 바로 삭제 이딴앱 필요없음
37,20230112,2023,1,12,4,곽자영,사이즈 표시가 있지만 내 사이즈 찾기 어려움
38,20230109,2023,1,9,5,이상호,굿
39,20221229,2022,12,29,5,달의아재들,좋아요!
40,20221226,2022,12,26,5,박기혁,싸다 싸
41,20221222,2022,12,22,1,난 니맘속이양,구입도 못하는 제품을 구입할 수있는 것처럼 속여파네요 고객센터는 본인들이 판매하는게 아니라 아무 조치를 할수없다하고 관리를 못할꺼면 뭐하러 이 앱을 만들었는지 모르겠네요 품절이면 품절표시를 정확하게 해놓으세요 사람 빡치게하지말고
42,20221222,2022,12,22,5,every time,너무좋아요~트렌비 믿고 구매 하는쇼핑 클릭~롸잇나우
43,20221221,2022,12,21,1,없음이름,중고매입신청함 물품수거후 바로 매입이 진행되는줄알고 기다리다 며칠이 지나도 연락이 없어서 전화하니 2주 검수시간이 걸린다고 그때서야 얘기함 왜 미리 고지를 하지않았냐 당장 그냥 보내라니 착불택배비 부담하라함 상담사는 자기가 고지한거 아니고 자기 잘못아니라고함 아주 개판 추가 검수기간 고지안함 제안서 여부도 지금 댓글로 알았고 아무것도 고지안함 그러면서 다시보내라니 착불택배비 부담하라고하고 상담원은 트렌비에 왜있는지 모르겠네요 제가 고지한거 아니잖아요 제가 잘못한거 아니잖아요 그래서 무슨 상담을 이따위로 진행하냐니 가이드가 그렇게 되어있다는데 이게 맞냐고요
44,20221219,2022,12,19,1,won jeon,주문한지 1달만에 재고 없다고 일방적으로 주문 취소 당했어요 정말 최악의 플랫폼
45,20221215,2022,12,15,1,pig zone,상품주문후 국내배송인데 담날에도 상품준비중이면 당연히재고를의심할수밖에없죠 근데 판매자와통화도못하고 트렌비고객센터와의 통화만 가능한것도 이해가안되고 이래저래서 재고가의심스럽다 했으면 고객센터에서 빨리재고유무를 파악해줘야죠 근데도 예정일까지 기다려보래서 5일을기다렸습니다 계속상품준비중인상태로요. 배송일이 도래하자 아직도상품준비중이라 고객센타로 다시전화했더니 역시나 제예상대로 재고가없어서 다른매장서지금구했고 지금부터 또4-5일을기다리라고 하더군요 무슨이딴곳이있는지?바로취소하고 다른데서 구매했습니다 바로발송해주더군요 트렌비 첨 이용해봤지만 시스템도 이상하고 고객입장은1도생각안해주는거같아 앞으로 이용할생각이없습니다
46,20221214,2022,12,14,5,샤인시티,"오늘 트렌비 어플 재설치 하고 첫주문 했는데 좋아요. 타 구매대행 어플은 상품은 여기보다 더 비싸고 거기에 배송비 따로 검수비 따로 받아요.여기는 배송비,검수비 따로 안받아 좋아요. 가격도 합리하고 여기는 웬지 믿음이 가네요. 트렌비 번창하세요."
47,20221212,2022,12,12,5,김perero,아주 좋아요
48,20221209,2022,12,9,1,손예린,왜자꾸 빈 푸쉬 알림을 보내세요 진짜..
49,20221124,2022,11,24,5,안태호,조와요
50,20221123,2022,11,23,5,송윤아,좋아요~~~분류가 쉽습니다!!
51,20221123,2022,11,23,4,와화이팅,굿~
52,20221105,2022,11,5,4,장봉균봉균,검수를잘하는듯
53,20221029,2022,10,29,4,austinwow K,앱도 괜찮고 잘만드신거같은데 푸시알람 안오게설정에서 바뀠는데 내용없는 없는 알람이 계속옵니다 어떻게바꾸나요?
54,20221027,2022,10,27,4,김희정,다양한제품을즐기고 구매할수있어좋은거같네요 저렴한가격에 구매가능하고 믿을수있어 😀
55,20221025,2022,10,25,5,랑랑랑,좋아요♡♡
56,20221022,2022,10,22,1,Sun비니 (루리파파),여기서시계삿는데 무슨사용한지3개월만에 고장남 와...돈만 오십날렸네
57,20221021,2022,10,21,5,Goo Mi,좋은 상품들이 저렴하게 올라오네요
58,20221015,2022,10,15,1,보현,배송지 추가 우편번호 검색 들어가면 503 에러 발생해서 주문을 못해요...ㅠㅠ
59,20221014,2022,10,14,5,안경석,좋아 👌
60,20221012,2022,10,12,1,최정민,왜 여기제품은 정가보다 40프로정도 더 비싼건지모르겟음 다른사이트는싼대
61,20221009,2022,10,9,1,양한울,"다운받았는데, 쿠폰없네요"
62,20221006,2022,10,6,1,인띠 (InSane),도대체 언제 배송이 되려고 현지 바잉으로 넘어가지도않고 입금 완료만 띄워주시는지.... 그냥 예상수령일을 보여주질 마시던가요..; 수령일보고 생일선물 주문한건데 하도 기미가 안보여서 더는 못기다리겠어요
63,20220929,2022,9,29,3,화이트,ㄹㅠㅍㅡㅏㅎ ㅠ8ㅛㅏ 0ㅡ0ㅑㅡ ㅣ ㅡ8 99ㅡㅠ ㅠㅏ 99ㅓ.ㅣㅣㅓ00 네 0ㅡㅡㅑ08ㅑ0 ㅡㅑ퍄ㅑ00
64,20220929,2022,9,29,5,이용숙,품절은 품절이라고 바로 표기됬으면 좋겠어요
65,20220928,2022,9,28,5,임세린,사용자에게 편리한 UI를 갖추고 있는 어플리케이션이라는 생각이 들었습니다. 아이템 구성이 한 눈에 들어와 쇼핑하기에 매우 편리하고 좋습니다. 다른 쇼핑앱들의 best practice라 생각됩니다. 앞으로도 편리하고 간편하게 이용하겠습니다. 좋은 어플리케이션 개발해주시고 구성해주셔서 감사드립니다~~~!!!!
66,20220928,2022,9,28,5,강시은,"명품 쇼핑 어플 여러가지 다운받아서 나한테 맞는걸로 써야지! 라고 생각하고 이리저리 둘러보았어요. 어떤건 너무 상품이 많고 복잡하고, 어떤건 너무 상품이 없었는데 트렌비는 딱 제가원하는 스타일들이 많이 있고 사용법도 너무 간단해서 최종적으로 남은 어플이에요~  여름부터 알게되어서 사용했는데 진짜 잘 이용하고 있어요~ 특히 여름에 겨울옷 특가할때 겨울점퍼하나 샀는데 진짜 완전 득템한기분입니다~ 그 후로는 틈틈히 들어가서 세일 상품도 자주 보게 되는거 같아요^^ 세일 제품 아니더라도 기본적으로 백화점보다 조금씩 저렴하거나, 매장에는 없는 상품들도 있어서 쇼핑하기 정말 좋아요!"
67,20220928,2022,9,28,5,김아영,"오래전부터 사용하는 사이트인데 최근 메뉴도 조금씩 개선되고 사용하기 편해지는거 같아 좋습니다. 정품 명품은 이곳이 가장 안전해서 자주들어가는데 초기화면에 제가 관심없는 상품이 떠서 살짝 아쉽습니다. 인기상품, 내가 좋아할만한 상품,시기별 추천상품 등으로 다양하게 보여주면 더 좋을거 같습니다.화이팅 하세요"
68,20220928,2022,9,28,5,솔미라미,"직관적인 인터페이스, 저렴한 가격으로 매번 사용하게 됩니다. 없는게 없는 쇼핑몰이라 네이버 검색보다 먼저 찾게되네요. 결제와 같은 일부 기능들은 늘 그래왔듯 신속히 개선될거라 생각되니 크게 걱정은 되지 않습니다. 언제나 소비자를 위해 고민해주시는점 감사하게 생각하며, 요즘 핫한 수입, 중저가 가전 등도 추가되길 기원해봅니다~!"
69,20220928,2022,9,28,5,Hopeful,명품 판매하기 매우매우매우 유용한 앱입니다!! 정품보증서 없어도 보증해주고 응대도 알아서해줘서 좋네요. 앱이 엄청 좋은데 이런 앱이 있다는 홍보가 자주 보이지 않아서 꽤 많은 사람들이 모른다는 게 아쉽네요. 앱 ui와 탭들의 디자인들도 쉽고 심플합니다! 다만 이건 저의 개인적인 취향이지만 앱로고가 조금 별로네요. 앱 로고와 앱 이름에 따라서 소비자가 그 앱에 대한 이미지와 분위기가 확 달라지는데 조금 아쉽네요! 제 생각에는 앱 이름이나 로고를 수정하고 광고를 한다면 정말 정말 대성할 앱이라 생각합니다!(주식이 있다면 사고 싶을 정도로요) 이 앱을 만드는데 일조하신 모든분들께 감사를 표합니다.
70,20220928,2022,9,28,5,신정은,트렌비에서 구매 3번정도 해봤는데 쿠폰도 다양하게주시고 배송비도 무료에다가 검색결과가 깔끔하게 정렬되는것도 맘에드는 부분중 하나입니다! 앞으로도 계속 쿠폰 마니마니 주시고ㅎㅎ 계속 사용하겠습니다!! 그리고 랭킹 서비스는 옷 못입는 저에게는 가뭄에 단비같은 느낌이였습니다ㅠㅠ ㅠ사랑해용 ㅋ
71,20220928,2022,9,28,5,zuna,"기획전 상품들도 좋은거 같고 아무래도 사이즈나 디자인은 온라인으로 디테일하게 확인하기는 좀 힘드는데 다각도로 모델 사진과 제품 상세컷이 다양해 도움이 됩니다. 교환 반품시에 드는 비용이나 시간을 생각 해 보면, 특정 브렌드 때문에 앱을 사용하기에 저로썬 자주 이용하지 않게 됩니다. 자주 이용할 수 있도록 콘텐츠들이 많았으면 좋겠습니다."
72,20220928,2022,9,28,5,rose young,편의성 있고 아주 유용하게 사용하고 있습니다. 화면도 깔끔하고 단순해서 거래하기 쉬워서 좋아요. 명품을 싸게 살 수 있어 좋고 여러가지 패션 의류나 캠핑용품 등 다양하고 질 좋은 제품이 있어 자주 이용하고 있어요! 아이템 구성이 한 눈에 들어와 쇼핑하기에 매우 편리하고 좋습니다. 앞으로 계속해서 이용 할께요~^^ 감사 드립니다!
73,20220928,2022,9,28,5,나무별,"혜택도 좋은 것 같고, 쿠폰도 구간별로 잘 지원해주는 것 같으며, 고품질의 질 좋은 제품들도 기대 이상으로 꽤 많이 확보되어 있는 것 같아요.  그래서 유사한 제품에 대한 라인별 퀄리티를 다양하게 비교하면서 확인할 수 있어서 좋은 것 같네요. 또한 네이버페이처럼 다양한 결제 시스템을 호환 지원 가능하게 해놓아서 결제 편의성이 정말 뛰어나네요. 이때까지 수십년간 사용해본 사이트 중에서 단연코 최고라 할만합니다. 다만 조금 보완해야 할 점을 요청한다면, 리셀상품의 경우 화질적인 측면에서 제품의 퀄리티와 상태를 선명하게 확인할 수 있도록 제품 사진에 대한 해상도를 좀 더 높여서 업로더해주시면 좋을 것 같습니다.  (현재 갤럭시 노트 20 사용중이므로 화질 대응에는 전혀 문제없으며 의류의 경우에는 최고 해상도로 설정 후 쇼핑합니다.)"
74,20220928,2022,9,28,5,홀릭블릭,"베타이후가 확실히 편하고 좋아요! 그런데 알림설정은 어디서 하는지 잘 모르겠네요..나머지는 리뉴얼되어서 많이 좋아진 듯 합니다. 아 그리고 검색화면에 나오는 목록의 사진 크기가 살짝 크고, 여백이 많은 듯 한데 이걸 좀 줄여서 한 화면에 보다 여러 상품을 볼 수 있으면 좋을 것 같아요! 사진들도 하나만 나오는 것이 아니라 좀 더 추가하면 좋을 것 같구요, 검색한 목록에서도 아예 거래내역이 없는 것들이 왜 최근인기순으로 나열하면 위쪽에 있는지 잘 모르겠어요. 이런 부분들이 좀 개선된다면 좋을 것 같습니다!!"
75,20220928,2022,9,28,5,오채이,세일 정보 확인할 때 유용하게 사용중입니다. 다만 푸시알림으로 찜한 상품에 대해서라도 가격 하락이나 입고 유무 등 받는 기능이 생겼으면 좋겠습니다. 그리고 리셀상품의 경우 '네고하기' 같은 기능이 추가됐으면 합니다. 다음 업데이트에 반영되길 기대합니다 감사합니다
76,20220928,2022,9,28,5,쁘띠첼,모든 상품이 무료배송인거 같네요? 넘 좋아요. 익일 배송으로 하루만에 오는것도 넘 편하구요. UI도 다른 앱처럼 정신없이 옷사진들이 바뀌지 않아서 맘에 들어요. 옷을 2벌밖에 안 사봤지만 다 만족스러워서 환불한 적은 아직 없네요. 요 몇 주 동안 써보면서 깨달은건 리뷰많은 상품은 사기로 결정했을 때 안 사면 품절 빨리 된다는거..
77,20220928,2022,9,28,5,채수하,"기능과 아이디어는 패션 앱중 정말 혁신적이고 되게 좋습니다! 하지만 보완해야 할 점이 몇 군데 보이는 것 같아서 의견 보내봅니다. 1. 패션 전문가들은 알지만 일반인들은 모르는 패션용어. - 각 패션용어에다 부가 설명을 붙이거나, 각 패션 카테고리별로 예시 코디컷들을 보여주는 창 하나를 추가하셔도 정말 좋을 것 같네요..! 2. 기능 상 보완 오늘 처음으로 회원가입해서 게시물 몇 개씩 보는데 같은 상품인데 다른 가격으로 노출되는 상품들이 많네요. 한눈에 보면 좋을텐데.. 이것들만 수정되면 메이저 패션 앱으로 거듭날 것 같은 좋은 느낌을 받았습니다. 유저들의 의견도 반영하려고 하는 모습도 보이는 것 같네요. 번창하십시오!"
78,20220928,2022,9,28,5,조보람,정말 잘 쓰고 있는데 몇가지 기능이 추가로 생기면 더 좋을거 같아요! 1. 정렬 기준에 판매순과 리뷰순이 생기면 좋을거 같습니다. 2. 찜 해놓은 상품을 사용자가 임의로 그룹으로 묶어 정리할 수 있은 기능이 생기면 편할거 같습니다. 괜찮다 싶어 찜 해놓은 상품들을 보니까 너무 중구난방으로 섞여있어 보기가 힘들어요 이정도만 돼도 트렌비이란 앱이 더 인기가 많아질 수 있다고 생각해요! 화이팅 하시길 바랍니다
79,20220924,2022,9,24,5,황은미,가격이 좋아요
80,20220923,2022,9,23,1,최인선,"AS전혀 안 돼고 시간만 끌어요..마지막엔 AS안됨., 반품하려면 수수료 왕창."
81,20220918,2022,9,18,1,하루,as는 백화점에서 지인이 선물해줬다고 하고 받으래요..분명 모든 백화점 as가능하다고 했는데 왜 거짓말을 시키조?
82,20220917,2022,9,17,5,노영진,진짜 최고임요!!!
83,20220916,2022,9,16,1,Elim Han,별하나도 아까움. 양아치쓰레기앱. 욕도아깝다. 2주동안 기다린 물건이 스크레치가 있다하여 원하시면 재주문해준다해서 기다렸는데 일주일뒤 그 사이 가격이 올랐다면서 차액 5만원을 더 지불하면 준다함. 싫으면 취소하라고. 어이가 없어서 이런게 어딨냐 하자있는 물건이라고 당신들이 정상물품으로 재구매해준다더니 왜 내가 차액을 지불해야하나 그때 세일가였으니 구매한거지 2주나 더 오래 기다리게 해놓고 미안해하긴 커녕 이런 말도 안되는 경우가 어딨냐 그랬더니 구매시 상세페이지에 가격변동이 있을수있다고 홈페이지에 나와있대요 하하.... 그러면서 싫으면 취소하라고 ... 고객을 완전 호구로 아는 양아치앱이에요. 일부러 하자 있는 물건 팔지 못하는것 싸게 파는척 하고 내놓은뒤 스크레치있어 출고 안했다고 해서 재구매 유도한 뒤 가격 높여 받는게 상술인듯.. 아님 스크레치 나서 어차피 못 파는거 고개한테 팔면 그만이고. 양심도 없고 상도덕도 없고 뻔뻔하고 아주 그냥 마인드가 썩었네요.
84,20220916,2022,9,16,5,김민채,가격대 넘조아용~백화점에 안가도 편하게 고를수잇구용^~
85,20220915,2022,9,15,1,오다나,반품도 잘 안되고 반품비 9만원 ㅡ.ㅡ
86,20220914,2022,9,14,1,임기철,어플 개발자들이 회사를 망조들게 할려나보네요. 업데이트 눌렀더니 대기중으로 무한루프중.ㅎ 업데이트를 안하면 기존 버전으로 들어가야 되는거 아닌가요? ㅉㅉ
87,20220913,2022,9,13,1,SEAN PARK (랭크원),역대급 개판인 서비스. 상품 결제이후 10일동안 배송정보 업데이트 및 상담 불가. 인생 최악의 고객서비스를 경험해 보고싶은분들께 추천합니다.
88,20220909,2022,9,9,1,김보경,30만원돈주고버버리옷을시켰는데2주넘게걸려서받았습니다 그런데옷에보풀이있더군요 떼어질줄알고손으로떼어봤는데정도가너무심해서 반품했는데 공장에서그럴수있다고하자가아니라고택배비를 받더라고요너무기가막히더군요 제가그랬습니다 보풀이라면떼어져야하는데고대로붙어있는데누가그돈주고버버리를사겠냐고소비자입장에서는 택배비만원을떠나서너무기분나쁩니다환불이나빨리해주는것도아니고 기다리는시간도있는데받았을때그런상품오면기분이어떤지사진까지첨부하고싶습니다이게하자가아니면어떤게하자고문제인지누가이런식으로옷을만듭니까!!
89,20220905,2022,9,5,1,마틸다,반품시 불만족
90,20220905,2022,9,5,5,여성환,아주만족입니다
91,20220903,2022,9,3,4,mari나원,아니 앱 사용하는데 손가락확대가 안되나요ㅠㅠ
92,20220901,2022,9,1,1,Disaster,아니 왜 리뷰를 삭제하지? 일단 제품검색했을때 일단 가격비교를 하기힘들게 셀러들이 상품명을 엉망으로 올린다 세일많이하는것처럼 보일려고 오픈마켓보다 정사 훨씬비싼것 천지 정품 검수 어쩌고 자랑하지만 검수사진도 없거나 사진하나 달랑 떠있고 자체 상품설명 자세한 설명이 없는 상품이 대다수
93,20220830,2022,8,30,5,실버레인,역시 믿고 사는 트렌비! 정품 확실하니까 의심할 여지 없이 매번 구매하게 되네용~~
94,20220830,2022,8,30,5,조진주,유튜브에서 광고 보고 궁금해서 깔아봤는데 요거 괜찮은 앱 같네요 ㅎㅎ 일단 브랜드가 너무 많아서 좋아요!!!!
95,20220829,2022,8,29,1,개미쨩,한참 기다리게 해놓고 또 지연된다고 취소해준다고 했으면서 취소도 빠르지 않네요 대단하다 정말
96,20220824,2022,8,24,1,천성아,"최악임... 프라다 로봇패치 버킷백 구매 햇으나 쓰레기가 옴 검수 상태 A+라고 해서 구매 검수사진에 없는... 담배냄새, 향수냄새..바닥에 음식물 찌꺼기붙어잇고 안쪽안감 다 닳아잇음.곳곳 기스 여러개...발견 항의하니 트랜비는 책임이 없다함... 썩을...반품비내라함 . 그래..쓰레기 장사 오래못갈듯해서 반품비주고 반품하고 탈퇴함...절대사지마세요"
97,20220824,2022,8,24,2,홍석순,6?송도 송도 ㄴㄷㅇㄴㄷㅡㅡㅅㄷㅇㄴㅅㄴㅇ
98,20220819,2022,8,19,5,아라리요,아빠 생신 선물로 지갑 사드렸어요 더 좋은거 사드리고 싶지만!! 트렌비 덕분에 저렴하게 구입했어요
99,20220819,2022,8,19,5,조나혜,명품 브랜드 옷들이 꽤 비싼데 트렌비에는 상품 수도 많고 할인도 잘 해줘서 한번씩 잘 이용하고 있습니당
100,20220819,2022,8,19,5,송민설,여행 갈때 데일리로 멜 가방이랑 신발 샀습니당 ㅎㅎㅎㅎ 트렌비 vip 등급까지 도전 ㅎㅎ
101,20220819,2022,8,19,5,윤지은,트렌비에서 샤넬 구매했어요.. 제 월급이.. 샤넬 가격을 따라잡질 못해서 영원히 못 만져볼 줄 알았는디.. ㅎㅎ 이렇게 갖게되네요.. 다행히.. ㅠㅠㅠ
102,20220819,2022,8,19,5,Alyson,목걸이 샀는데 이번 신상인데 할인이 꽤 많이 들어가네요!! 트렌비에서 사는게 최저가가 맞긴 한가봐요 ㅋㅋㅋ
103,20220819,2022,8,19,5,구예리,"옷이든 신발이든 가방이든 저렴하게 구매할 수 있다는게 최고네요ㅋㅋㅋ 고가 상품의 경우 배송 서비스도 정말 잘 되어있어서 믿음이 가더라구요 트렌비는 제휴 수선점도 있어서 가방같은 경우에 수선 맡기기도 좋을것 같아요 챗봇 상담도 잘 되어있고 마음에 드는 상품 밑에 비슷한 스타일로 추천도 잘 해주고 되게 편했어요 국내외 백화점, 편집샵에서 직바잉도 되고 감정사들이 따로 있어서 중고거래 할때도 걱정도 덜하구요 트렌비는 파워정품 명품 플랫폼답게 이용자들도 많아서 더 신뢰가요"
104,20220819,2022,8,19,1,이경철,판매됐다고해서 보냈더니 갑자기 로고가 이상있다구여? 그럼 판매신청할때 사진은 왜 올리고 그걸 검사하는데 몇일이나 걸리구요? 그럼 그냥 신청들어오는 순서대로 확인만 누르시나보죠? 일편하게 하시네요 신발이커서 박스까지 구매해서 보냈더니 박스비는 못준다구요? 참나 그럼 저희는 박스비에 택배비에 수수료에 지금 장난합니까? 처음부터 검수를 잘하세요 그렇게 일하시는 미안하지 않으신가요? 제가 신발 안팔아도됩니다 근데 고객센터에서 메뉴얼데로 말씀하시는데 굉장히 불쾌하고 모든 지인들에게 트랜비에대해 이상황을 꼭 알리겠습니다 이거보시는 모든 판매자분들 한번더 생각해보세요 진짜 최악입니다 저별하나도 아깝네요...
105,20220819,2022,8,19,5,강시하,트렌비가 할인도 많이 하지만 최근 시세도 쉽게 알수 있어서 가격 비교하기 좋더라구요~! 친구들한테도 추천하게 되네요
106,20220819,2022,8,19,5,쫑쫑이쓰,제가 좋아하는 디자이너 브랜드 상품이 많더라구요 넘 잘 쓰고 있어요!! 트렌비가 가성비 갑인듯합니다
107,20220819,2022,8,19,5,도은영,"백화점가면 실물로 확인 못하는 것들도 많은데, 트렌비는 가짓수도 많고 저렴하게 살 수 있어서 정말 편하게 이용 중이에요"
108,20220818,2022,8,18,5,daisy,트렌비는 시즌오프 세일도 대박이니까 잔고 두둑히 채운뒤 소비하시길!!!
109,20220818,2022,8,18,5,손수영,동생이 맨날 트렌비 구경하길래 저도 다운받았어요 다른 건 안 써봐서 모르겠지만 직구하기 좋은거 같아요
110,20220818,2022,8,18,5,Tuk Tuk,아가들 옷 정말 저렴하게 구매할 수 있어요~
111,20220818,2022,8,18,5,남소원,트렌비에서 리셀 자주 합니다! 추천합니다
112,20220818,2022,8,18,5,조언정,러닝할때 입을 운동복 샀습니다! 트렌비 어플 저렴해서 추천합니다
113,20220818,2022,8,18,5,공이진,트렌비는 채팅으로 문의하면 밤9시 넘어서도 답변오니까 편리하네요!! 감사합니다.
114,20220818,2022,8,18,5,빨가면사과,조카 태어나서 아기 옷들 사는데 귀여운 옷들 너무 많아서 행복했어욤 ㅋㅋㅋ 앞으로도 트렌비에서 선물 사야겠어요
115,20220818,2022,8,18,5,허이랑,진짜로 전세계 명품 쇼핑은 역시 트렌비예요 다들 트렌비하세욧..!
116,20220818,2022,8,18,5,풍딩이,트렌비는 진짜 없는게 없네요 ㅋㅋㅋ
117,20220818,2022,8,18,5,이규리,직구인데도 익일배송도 있고 감정단이 전문적으로 있어서 믿고 살 수 있는것 같아요
118,20220818,2022,8,18,5,지해린,버킷백 너무 갖고 싶었는데 트렌비는 어떻게 제 마음을 알고;; 이렇게 할인을 해주는건지 너무 신기했어요 ㅋㅋㅋ 잘 메고 다니는 중이에요! 검수도 잘 돼서 오니까 믿음직스러워요!
